Story ID (prison_yyyymmdd_topic),Unique ID,On M.I. list?,Reviewed and Cleared,Date R&C,Added to site,Date added,Story Title (max 20 characters),Audio File,Transcript,Date (MM/YY),Prison,Tags,Storyteller,Story Type,"If Segment, Full Story ID",Letter/Call
Jamestown_20210317_572_FULL_Infection_PrisonConditions,7959,,MV,,MV,,Lack of cleanliness,https://www.dropbox.com/s/uk1tt5svrwol9w7/Jamestown_20210317_572_Infection.mp3?dl=0,https://www.dropbox.com/s/lo0kox601zurtsi/Jamestown_20210317_572_FULL_Infection.txt?dl=0,12/23,Jamestown,"Infection, Prison Conditions",Incarcerated Person,Full,,Letter
Jamestown_20210317_573_FULL_PrisonConditions_Infection_Stress,7100,,MV,,MV,,Concentration camp,https://www.dropbox.com/s/hv08scb6niuaxcq/amestown_20210317_573_FULL_PrisonConditions_Infection_Stress.mp3?dl=0,https://www.dropbox.com/s/ptb34ljj2ac3dk9/Jamestown_20210317_573_FULL_PrisonConditions_Infection_Stress.txt?dl=0,03/23,Jamestown,"Prison Conditions, Infection, Stress",Incarcerated Person,Full,,Letter
Jamestown_20210318_574_FULL_Family_Infection_Stress,6244,,MV,,MV,,One day at a time,https://www.dropbox.com/s/sv4beem6cfk858v/Jamestown_20210318_574_FamilyInfectionStress.mp3?dl=0,https://www.dropbox.com/s/ttone57einfnj5v/Jamestown_20210318_574_FULL_Family_Infection_Stress.txt?dl=0,03/23,Jamestown,"Family, Infection, Stress",Incarcerated Person,Full,,Letter
jamestown_20210323_643_Full_Stress,8239,,MV,06/26/2021,MV,07/20/2021,Hardest time for me,https://www.dropbox.com/s/0g0px9izhootpxn/Jamestown_20210323_643_Full_Stress.mp3?dl=0,https://www.dropbox.com/s/ramsfhnafc5yqw3/Jamestown_20210323_643_Full_Stress.txt?dl=0,03/23,Jamestown,Stress,Incarcerated Person,Full,,Letter
jamestown_20210325_638_Full,8475,,MV,06/26/2021,MV,07/15/2021,The full story,https://www.dropbox.com/s/vsld2id0h35karn/Jamestown_20210325_638_FULL.mp3?dl=0,https://www.dropbox.com/s/3cleah9vydhpemg/Jamestown_20210325_638_Full.txt?dl=0,03/23,Jamestown,,Incarcerated Person,Full,,Letter
Jamestown_20210419_695_Full,9175,,MV,07/07/2021,MV,09/25/2021,The full story,https://www.dropbox.com/s/2yif6r222g9pzhc/Jamestown_20210419_695_Full.mp3?dl=0,https://www.dropbox.com/s/spguy2q7hwxdatq/Jamestown_20210419_695_Full.txt?dl=0,03/23,Jamestown,,Incarcerated Person,Full,,Letter
KernValley_20210324_636_FULL_Programs_Infection,4004,,MV,,MV,08/06/2021,Got the virus twice,https://www.dropbox.com/s/tx5rzyi8safa31z/KernValley_20210324_636_FULL.mp3?dl=0,https://www.dropbox.com/s/vnm1pilnh5gw14d/KernValley_20210324_636_FULL.txt?dl=0,03/23,Kern Valley,"Programs, Infection",Incarcerated Person,Full,,Letter
KernValley_20210427_739_FULL,1899,,MV,08/19/2021,MV,09/24/2021,The full story,https://www.dropbox.com/s/av804leou0rojj9/KernValley_20210427_739_FULL.mp3?dl=0,https://www.dropbox.com/s/d6xwcttc3qmj7cl/KernValley_20210427_739_FULL.txt?dl=0,04/23,Kern Valley,,Incarcerated Person,Full,,Letter
KernValley_20210427_742_FULL,1396,,MV,08/25/2021,MV,09/13/2021,The full story,https://www.dropbox.com/s/ofjmqw6gttgt302/KernValley_20210427_742_FULL.mp3?dl=0,https://www.dropbox.com/s/m3b71uwz6pq65t5/KernValley_20210427_742_FULL.txt?dl=0,04/23,Kern Valley,,Incarcerated Person,Full,,Letter
KernValley_20210427_745_Full_Infection_PrisonConditions,420,,LW,08/11/2021,MV,09/09/2021,Thought I might die,https://www.dropbox.com/s/cbe5o4feld9gtgf/KernValley_20210427_745_FULL_Infection_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/h5bj5sd6qcltcn6/KernValley_20210427_745_Full_Infection_PrisonConditions.txt?dl=0,04/23,Kern Valley,"Infection, Prison Conditions",Incarcerated Person,Full,,Letter
KernValley_20210427_747_FULL,2911,,MV,08/25/2021,MV,09/13/2021,The full story,https://www.dropbox.com/s/rw4727vtuvsch6k/KernValley_20210427_747_FULL.mp3?dl=0,https://www.dropbox.com/s/4nbvqu5hb1upinq/KernValley_20210427_747_FULL.txt?dl=0,04/23,Kern Valley,,Incarcerated Person,Full,,Letter
KernValley_20210427_753_FULL,9187,,MV,08/25/2021,MV,09/13/2021,The full story,https://www.dropbox.com/s/vo8vqfmtlwx9qpr/KernValley_20210427_753_FULL.mp3?dl=0,https://www.dropbox.com/s/zkjm2syngm6xx6h/KernValley_20210427_753_FULL.txt?dl=0,01/23,Kern Valley,,Incarcerated Person,Full,,Letter
KernValley_20210427_754_FULL_StressInfection,3354,,LW,08/10/2021,MV,09/09/2021,Old and sick,https://www.dropbox.com/s/ssswsroqk2pe2o3/KernValley_20210427_754_FULL_StressInfection.mp3?dl=0,https://www.dropbox.com/s/5u39zem63tf0x5t/KernValley_20210427_754_FULL_Stress_Infection.txt?dl=0,04/23,Kern Valley,"Stress, Infection",Incarcerated Person,Full,,Letter
KernValley_20210427_830_FULL_InfectionStress,5847,,LW/MV,07/20/2021,MV,08/06/2021,Diagnosed with MS,https://www.dropbox.com/preview/Keramet%20Reiter/PrisonPandemic%20Files/Final%20Files%20for%20Website/KernValley_20210427_830_FULL_InfectionStress.mp3?role=work,https://www.dropbox.com/s/f7hw0qg65j5dnob/KernValley_20210427_830_FULL_InfectionStress.txt?dl=0,04/23,Kern Valley,"Infection, Stress",Incarcerated Person,Full,,Letter
KernValley_20210428_846_Full,6539,,LW/MV,7/20/2021,MV,08/06/2021,The full story,https://www.dropbox.com/preview/Keramet%20Reiter/PrisonPandemic%20Files/Final%20Files%20for%20Website/KernValley_20210428_846_Full.mp3?role=work,https://www.dropbox.com/s/xj975437dyt6uy6/KernValley_20210428_846_Full.txt?dl=0,04/23,Kern Valley,,Incarcerated Person,Full,,Letter
KernValley_20210428_849_Full,3272,,LW/MV,7/20/2021,MV,08/06/2021,The full story,https://www.dropbox.com/s/zroxlictcdn11tt/KernValley_20210428_849_Full.mp3?dl=0,https://www.dropbox.com/s/ro0zh040xarg3ft/KernValley_20210428_849_Full.txt?dl=0,04/23,Kern Valley,,Incarcerated Person,Full,,Letter
KernValley_20210430_1000_FULL_Programs_Infection,351,,MV,08/26/2021,MV,09/12/2021,Really vulnerable,https://www.dropbox.com/s/m1ahscacp4ey69a/KernValley_20210430_1000_FULL.mp3?dl=0,https://www.dropbox.com/s/jsrtyhpeellhskv/KernValley_20210430_1000_FULL.txt?dl=0,03/23,Kern Valley,"Programs, Infection",Incarcerated Person,Full,,Letter
KernValley_20210430_1001_FULL_Stress_Infection_PrisonConditions,1343,,MV,07/06/2021,MV,07/21/2021,Before Christmas,https://www.dropbox.com/s/csve2jk44yrx1ow/KernValley_20210430_1001_FULL.mp3?dl=0,https://www.dropbox.com/s/pw6i3kthywrqc9i/KernValley_20210430_1001_Full.txt?dl=0,12/20,Kern Valley,"Stress, Infection, Prison Conditions",Incarcerated Person,Full,,Letter
KernValley_20210430_999_Full,1890,,MV,07/06/2021,MV,07/21/2021,The full story,https://www.dropbox.com/s/ec9qgstvnzweui8/KernValley_20210430_999_FULL.txt?dl=0,https://www.dropbox.com/s/ec9qgstvnzweui8/KernValley_20210430_999_FULL.txt?dl=0,04/23,Kern Valley,,Incarcerated Person,Full,,Letter
KernValley_20210513_1345_FULL,2440,,MV,08/24/2021,MV,09/09/2021,The full story,https://www.dropbox.com/s/wzw5h1hp2i12yz2/KernValley_20210513_1345_FULL.mp3?dl=0,https://www.dropbox.com/s/33rskf8pvvdlr7m/KernValley_051321_1345_FULL.txt?dl=0,05/23,Kern Valley,,Incarcerated Person,Full,,Letter
KernValley_20210513_1346_FULL_Infection,7546,,MV,08/19/2021,MV,09/09/2021,Has been rough,https://www.dropbox.com/s/bi3vugfar8l93t0/KernValley_20210513_1346_FULL.mp3?dl=0,https://www.dropbox.com/s/7f3mtopf32sr5z3/KernValley_20210513_1346_FULL_Infection.txt?dl=0,05/23,Kern Valley,Infection,Incarcerated Person,Full,,Letter
KernValley_20210513_1350_FULL,4488,,MV,08/25/2021,MV,09/09/2021,The full story,https://www.dropbox.com/s/c9weqdi90keqor2/KernValley_20210513_1350_FULL.mp3?dl=0,https://www.dropbox.com/s/4pjyfup23231w4u/KernValley_20210513_1350_FULL.txt?dl=0,05/23,Kern Valley,,Incarcerated Person,Full,,Letter
Lancaster_20201029_002_FULL,3640,,KT,,KT,,The full story,https://www.dropbox.com/s/eoxy9c5im969af1/Lancaster_20201029_002_FULL.mp3?dl=0,https://www.dropbox.com/s/xl7phg9oo4ilngj/Lancaster_20201029_002_FULL.txt?dl=0,10/23,Lancaster,,Incarcerated Person,Full,,Letter
Lancaster_20201109_030_FULL,4370,,KT,,KT,,The full story,https://www.dropbox.com/s/a8kf2v7ls8lmjec/Lancaster_20201109_030_FULL.mp3?dl=0,https://www.dropbox.com/s/7y3i6oqtx3ndcvt/Lancaster_20201109_030_FULL.txt?dl=0,11/23,Lancaster,,Incarcerated Person,Full,,Letter
Lancaster_20201202_091_FULL,4001,,KT,,KT,,The full story,https://www.dropbox.com/s/1beiivdiatg9fic/Lancaster_20201202_091_FULL.mp3?dl=0,https://www.dropbox.com/s/vc0glw8wlshuojl/Lancaster_20201202_091_FULL.txt?dl=0,12/23,Lancaster,,Incarcerated Person,Full,,Letter
Lancaster_20201209_110_FULL,8055,,KT,,KT,,Worn and torn,https://www.dropbox.com/s/dq4ttudpdjmktmm/Lancaster_20201209_110_FULL.mp3?dl=0,https://www.dropbox.com/s/d464l2mge41b7uo/Lancaster_20201209_110_FULL.txt?dl=0,12/23,Lancaster,"Infection, Stress, Prison Conditions",Incarcerated Person,Full,,Letter
Lancaster_20210126_295_Full,618,,KT,,KT,,The full story,https://www.dropbox.com/s/9iwc8bn5o63ue6p/Lancaster_20210126_295_full.mp3?dl=0,https://www.dropbox.com/s/vmd6qbcya9ro8dq/Lancaster_20210126_295_FULL.txt?dl=0,01/23,Lancaster,,Incarcerated Person,Full,,Letter
Lancaster_20210316_583_FULL_Stress_PrisonConditions,747,,MV,,MV,,Clean with shampoo,https://www.dropbox.com/s/dwkd1dvq9f6cb76/Lancaster_20210316_583_Full_InfectionPrisonCondition.mp3?dl=0,https://www.dropbox.com/s/lw53h4g9o69vgbn/Lancaster_20210316_583_FULL_Infection_PrisonConditions.txt?dl=0,04/23,Lancaster,"Stress, Prison Conditions",Incarcerated Person,Full,,Letter
MuleCreek_20201109_27_Full_PrisonConditions_Stress_Family,2291,,KT,,KT,,Deeper into depression,https://www.dropbox.com/s/fccva409tsnqjm3/MuleCreek_20201109_27_Full_PrisonConditions_Stress_Family.mp3?dl=0,https://www.dropbox.com/s/idwcgamnlm5vcwo/MuleCreek_20201109_27_Full_PrisonConditions_Stress_Family.txt?dl=0,11/23,Mule Creek,"Prison Conditions, Stress, Family",Incarcerated Person,Full,,Letter
MuleCreek_20201110_323_FULL_PrisonConditions,9057,,MV/KT,,KT,,Worse than animals,https://www.dropbox.com/s/jedeglahkz1uamh/MuleCreek_20201110_323_FULL.mp3?dl=0,https://www.dropbox.com/s/wwloyenvwhvk4n8/MuleCreek_20201110_323_FULL.txt?dl=0,01/23,Mule Creek,Prison Conditions,Incarcerated Person,Full,,Letter
MuleCreek_20201210_101_FULL,5423,,KT,,KT,,The full story,https://www.dropbox.com/s/o3bezwge22a7fsr/MuleCreek_20201210_101_FULL.mp3?dl=0,https://www.dropbox.com/s/hh9x2q6vai5m7wv/MuleCreek_20201210_101_FULL.txt?dl=0,12/23,Mule Creek,,Incarcerated Person,Full,,Letter
MuleCreek_20210105_246_FULL,819,,KT,,KT,,The full story,https://www.dropbox.com/s/jvkpp0tgoxey4dh/MuleCreek_20210105_246_FULL.mp3?dl=0,https://www.dropbox.com/s/m7wx4w2mctx8ft9/MuleCreek_20210105_246_FULL.txt?dl=0,01/23,Mule Creek,,Incarcerated Person,Full,,Letter
MuleCreek_20210113_257_Full,7699,,KT,,KT,,The full story,https://www.dropbox.com/s/8kmqxm62rqrem2q/MuleCreek_20210113_257_Full.mp3?dl=0,https://www.dropbox.com/s/kro4iguj0wodzl6/MuleCreek_20210113_257_Full.txt?dl=0,01/23,Mule Creek,,Incarcerated Person,Full,,Letter
MuleCreek_20210419_696_FULL_Family_PrisonConditions_Infection,3559,,LW,08/10/2021,MV,08/17/2021,No visit for a year,https://www.dropbox.com/s/1vu4dijwhy1k8ya/MuleCreek_20210419_696_FULL_Family_PrisonConditions_Infection.mp3?dl=0,https://www.dropbox.com/s/8btmo85836q5mt5/MuleCreek_20210419_696_FULL_FamilyPrisonConditionsInfection.txt?dl=0,04/23,Mule Creek,"Family, Prison Conditions, Infection",Incarcerated Person,Full,,Letter
MuleCreek_20210421_704_Full,4467,,MV,07/07/2021,MV,07/22/2021,The full story,https://www.dropbox.com/s/eutj9uyp5rk6eu8/MuleCreek_20210421_704_Full.mp3?dl=0,https://www.dropbox.com/s/ro4ecefyptk23mo/MuleCreek_20210421_704_Full.txt?dl=0,04/23,Mule Creek,,Incarcerated Person,Full,,Letter
MuleCreek_20210423_797_FULL,6165,,LW/MV,7/24/2021,MV,08/06/2021,The full story,https://www.dropbox.com/s/wqdabd5u27nrxv1/MuleCreek_20210423_797_FULL.mp3?dl=0,https://www.dropbox.com/s/y0uplxcpzx85jzd/MuleCreek_20210423_797_FULL.txt?dl=0,04/23,Mule Creek,,Incarcerated Person,Full,,Letter
MuleCreek_20210426_868_FULL_PrisonConditions,2744,,LW,08/10/2021,MV,08/17/2021,Hell times 10,https://www.dropbox.com/s/and750iflqd2km4/MuleCreek_20210426_868_FULL.mp3?dl=0,https://www.dropbox.com/s/sm68j7okxrzdqo3/MuleCreek_20210426_868_FULL_PrisonConditions.txt?dl=0,04/23,Mule Creek,Prison Conditions,Incarcerated Person,Full,,Letter
MuleCreek_20210426_870_FULL_FamilyStressInfection,7118,,LW,08/10/2021,MV,08/17/2021,Keep my mind busy,https://www.dropbox.com/s/jyoc4f86qblbs9i/MuleCreek_20210426_870_FULL.mp3?dl=0,https://www.dropbox.com/s/21nuicic3s9582l/MuleCreek_20210426_870_FULL_FamilyStressInfection.txt?dl=0,04/23,Mule Creek,"Family, Stress, Infection",Incarcerated Person,Full,,Letter
MuleCreek_20210428_844_FULL_InfectionPrisonConditions,9032,,LW/MV,7/20/2021,MV,08/06/2021,Unrelenting cough,https://www.dropbox.com/preview/Keramet%20Reiter/PrisonPandemic%20Files/Final%20Files%20for%20Website/MuleCreek_20210428_844_FULL_InfectionPrisonConditions.mp3?role=work,https://www.dropbox.com/s/eoy8gb1cy4i5w9d/MuleCreek_20210428_844_FULL_InfectionPrisonConditions.txt?dl=0,04/23,Mule Creek,"Infection, Prison Conditions, Featured",Incarcerated Person,Full,,Letter
MuleCreek_20210429_987_FULL,9608,,MV,07/09//2021,MV,07/22/2021,The full story,https://www.dropbox.com/s/x7zrdbmggjki2sg/MuleCreek_20210429_987_FULL.mp3?dl=0,https://www.dropbox.com/s/l8zqffuejdyen46/MuleCreek_20210429_987_Full.txt?dl=0,04/23,Mule Creek,,Incarcerated Person,Full,,Letter
MuleCreek_20210517_1261_FULL_PrisonConditions_Infection_Family,6124,,MV,08/19/2021,MV,09/03/2021,A safety risk,https://www.dropbox.com/s/8wvy1iy5s4cnh4m/Mule_Creek_051721_1261_FULL.mp3?dl=0,https://www.dropbox.com/s/tsh94v3hntn7wfd/Mule_Creek_051721_1261_FULL.txt?dl=0,05/23,Mule Creek,"Prison Conditions, Infection, Family",Incarcerated Person,Full,,Letter
MuleCreek_20210517_1262_FULL_PrisonConditions_Infection,2443,,MV,08/19/2021,MV,09/03/2021,Budget motivated,https://www.dropbox.com/s/7olggjs6yo79ls6/Mule_Creek_051721_1262_FULL.mp3?dl=0,https://www.dropbox.com/s/y9u8oheh41z14mw/Mule_Creek_051721_1262_FULL.txt?dl=0,05/23,Mule Creek,"Prison Conditions, Infection",Incarcerated Person,Full,,Letter
MuleCreek_20210517_1267_FULL,4974,,MV,08/25/2021,MV,09/03/2021,The full story,https://www.dropbox.com/s/9fvbln45uznvz22/Mule_Creek_20210517_1267_FULL.mp3?dl=0,https://www.dropbox.com/s/7rcu1qf0iz0gtqi/Mule_Creek_20210517_1267_FULL.txt?dl=0,05/23,Mule Creek,,Incarcerated Person,Full,,Letter
MuleCreek_20210526_5_04_FULL,3890,,MV,08/07/2021,MV,08/08/2021,The full story,https://www.dropbox.com/s/csudi4ljzo42vdd/MuleCreek_20210526_5_04_FULL.MP3?dl=0,https://www.dropbox.com/s/js2yx158r2bfjyx/MuleCreek_20210526_5_04_FULL.txt?dl=0,05/23,Mule Creek,,Incarcerated Person,Full,,Letter
NewFolsom_20210418_698_FULL_ProgramsPrisonConditions,4267,,LW/MV,07/24/2021,MV,09/03/2021,Times are hard,https://www.dropbox.com/preview/Keramet%20Reiter/PrisonPandemic%20Files/Final%20Files%20for%20Website/NewFolsom_20210418_698_FULL_ProgramsPrisonConditions.mp3?role=work,https://www.dropbox.com/s/k45dq48x5szo1yi/NewFolsom_20210418_698_FULL_ProgramsPrisonConditions.txt?dl=0,04/23,New Folsom,"Programs, Prison Conditions",Incarcerated Person,Full,,Letter
NewFolsom_20210420_714_FULL_StressPrograms,6914,,LW/MV,7/24/2021,MV,08/07/2021,It's a struggle,https://www.dropbox.com/preview/Keramet%20Reiter/PrisonPandemic%20Files/Final%20Files%20for%20Website/NewFolsom_20210420_714_FULL_StressPrograms.mp3?role=work,https://www.dropbox.com/s/7zh9dlmtfqkl6xr/NewFolsom_20210420_714_FULL_StressPrograms.txt?dl=0,04/23,New Folsom,"Stress, Programs",Incarcerated Person,Full,,Letter
NewFolsom_20210421_707_FULL_ProgramsFamilyStress,2962,,LW/MV,07/24/2021,MV,08/07/2021,The visits stopped,https://www.dropbox.com/preview/Keramet%20Reiter/PrisonPandemic%20Files/Final%20Files%20for%20Website/NewFolsom_20210421_707_FULL_ProgramsFamilyStress.mp3?role=work,https://www.dropbox.com/s/d7p7cwd12w2mys0/NewFolsom_20210421_707_FULL_ProgramsFamilyStress.txt?dl=0,04/23,New Folsom,"Programs, Family, Stress",Incarcerated Person,Full,,Letter
NewFolsom_20210421_708_FULL_ProgramsFamilyStress,1055,,LW/MV,07/24/2021,MV,08/07/2021,An hour to visit,https://www.dropbox.com/s/ex9o33bfin71gim/NewFolsom_20210421_708_FULL_ProgramsFamilyStress.mp3?dl=0,https://www.dropbox.com/s/9pgofs3gv86rc8b/NewFolsom_20210421_708_FULL_ProgramsFamilyStress.txt?dl=0,04/23,New Folsom,"Programs, Family, Stress, Featured",Incarcerated Person,Full,,Letter
NewFolsom_20210421_710_FULL_ProgramsInfectionPrisonconditions,5517,,LW/MV,07/24/2021,MV,08/07/2021,New normal,https://www.dropbox.com/preview/Keramet%20Reiter/PrisonPandemic%20Files/Final%20Files%20for%20Website/NewFolsom_20210421_710_FULL_ProgramsInfectionPrisonconditions.mp3?role=work,https://www.dropbox.com/s/6yqrgibd57gr707/NewFolsom_20210421_710_FULL_ProgramsInfectionPrisonconditions.txt?dl=0,04/23,New Folsom,"Programs, Infection, Prison Conditions",Incarcerated Person,Full,,Letter
NewFolsom_20210421_792_FULL_PrisonconditionsCopingFamily,717,,LW/MV,07/24/2021,MV,09/03/2021,Strong in your mind,https://www.dropbox.com/preview/Keramet%20Reiter/PrisonPandemic%20Files/Final%20Files%20for%20Website/NewFolsom_20210421_792_FULL_PrisonconditionsCopingFamily.mp3?role=work,https://www.dropbox.com/s/kza237fra475po3/NewFolsom_20210421_792_FULL_PrisonconditionsCopingFamily.txt?dl=0,04/23,New Folsom,"Prison Conditions, Stress, Family",Incarcerated Person,Full,,Letter
NewFolsom_20210422_769_FULL_PrisonConditionsInfection,3620,,LW/MV,07/24/2021,MV,08/07/2021,So-called concern,https://www.dropbox.com/preview/Keramet%20Reiter/PrisonPandemic%20Files/Final%20Files%20for%20Website/NewFolsom_20210422_769_FULL_PrisonConditionsInfection.mp3?role=work,https://www.dropbox.com/s/spgwmxpxve09jph/NewFolsom_20210422_769_FULL_PrisonConditionsInfection.txt?dl=0,04/23,New Folsom,"Prison Conditions, Infection",Incarcerated Person,Full,,Letter
NewFolsom_20210423_771_FULL,6536,,LW/MV,07/24/2021,MV,08/07/2021,The full story,https://www.dropbox.com/preview/Keramet%20Reiter/PrisonPandemic%20Files/Final%20Files%20for%20Website/NewFolsom_20210423_771_FULL.mp3?role=work,https://www.dropbox.com/s/oba2ombf4pq6sgy/NewFolsom_20210423_771_FULL.txt?dl=0,04/23,New Folsom,,Incarcerated Person,Full,,Letter
NewFolsom_20210426_814_FULL_PrisonConditions,9491,,LW/MV,7/24/2021,MV,08/10/2021,200 cases one day,https://www.dropbox.com/s/bbuepvce5e2b9x8/NewFolsom_20210426_814_FULL.mp3?dl=0,https://www.dropbox.com/s/01rjpnvegsydt31/NewFolsom_20210426_814_FULL_PrisonConditions.txt?dl=0,04/23,New Folsom,Prison Conditions,Incarcerated Person,Full,,Letter
NewFolsom_20210426_820_FULL,7051,,LW/MV,7/24/2021,MV,08/10/2021,The full story,https://www.dropbox.com/s/wjb524a6bnboq0j/NewFolsom_20210426_820_FULL.mp3?dl=0,https://www.dropbox.com/s/ig4yodhn6713sue/NewFolsom_20210426_820_FULL.txt?dl=0,04/23,New Folsom,,Incarcerated Person,Full,,Letter
NewFolsom_20210426_821_FULL_FamilyInfection,7915,,LW/MV,7/24/2021,MV,08/10/2021,Within two weeks,https://www.dropbox.com/preview/Keramet%20Reiter/PrisonPandemic%20Files/Final%20Files%20for%20Website/NewFolsom_20210426_821_FULL_FamilyInfectionStress.mp3?role=work,https://www.dropbox.com/s/jkzjdfju7mmxgkq/NewFolsom_20210426_821_FULL_FamilyInfectionStress.txt?dl=0,04/23,New Folsom,"Family, Infection",Incarcerated Person,Full,,Letter
NewFolsom_20210426_824_FULL_Infection_PrisonConditions,7660,,LW/MV,07/24/2021,MV,08/10/2021,Just need support,https://www.dropbox.com/s/i7d3w7nz9b5masc/NewFolsom_20210426_824_FULL_Infection_PrisonConditions.txt?dl=0,https://www.dropbox.com/s/n7rsnos25mdx14y/NewFolsom_20210426_824_FULL_Infection_PrisonConditions.mp3?dl=0,04/23,New Folsom,"Infection, Prison Conditions",Incarcerated Person,Full,,Letter
NewFolsom_20210429_986_FULL_PrisonConditions,9144,,MV,07/06/2021,MV,07/21/2021,The face of justice,https://www.dropbox.com/s/qatfkqtp38uimpf/NewFolsom_20210429_986_FULL.mp3?dl=0,https://www.dropbox.com/s/cjwb2zvs6ct9faw/NewFolsom_20210429_986_FULL_PrisonConditions.txt?dl=0,04/23,New Folsom,Prison Conditions,Incarcerated Person,Full,,Letter
NewFolsom_20210430_1016_FULL_Infection,986,,MV,07/06/2021,MV,07/21/2021,Lucky Me,https://www.dropbox.com/s/yewvcpswb3xgtjw/NewFolsom_20210430_1016_FULL.mp3?dl=0,https://www.dropbox.com/s/mzujes73nvmrzxg/NewFolsom_20210430_1016_FULL.txt?dl=0,04/23,New Folsom,Infection,Incarcerated Person,Full,,Letter
NewFolsom_20210430_1022_Full_Infection_Programs,5645,,MV,07/06/2021,MV,07/21/2021,Dropped the ball,https://www.dropbox.com/s/fa65bfo61d19k8j/NewFolsom_20210430_1022_FULL.mp3?dl=0,https://www.dropbox.com/s/oy0kjakncpvxsz3/NewFolsom_20210430_1022_FULL_InfectionProgramPrisonConditions.txt?dl=0,04/23,New Folsom,"Infection, Programs, Featured",Incarcerated Person,Full,,Letter
Norco_20201102_10_FULL,576,,KT,,KT,,Virus took family,https://www.dropbox.com/s/li7ojd3xnw0pg8b/Norco_20201102_10_full.mp3?dl=0,https://www.dropbox.com/s/ibzpef9pa43jqac/Norco_20201102_10_FULL-1.txt?dl=0,10/23,Norco,"Infection, Family",Incarcerated Person,Full,,Letter
Norco_20210123_449_Full_Infection_Family,7837,,MV/KT,,KT,,Must stay strong,https://www.dropbox.com/s/mpq37ovxr9t060v/Norco_20210123_449_Full.mp3?dl=0,https://www.dropbox.com/s/awqwvkmti8v38iu/Norco_20210123_449_Full.txt?dl=0,01/23,Norco,"Infection, Family",Incarcerated Person,Full,,Letter
Norco_20210125_334_Full,1903,,KT,,KT,,The full story,https://www.dropbox.com/s/2mstth6wx0r3oor/Norco_20210125_334_FULL.mp3?dl=0,https://www.dropbox.com/s/g9od8r5pbsufmv7/Norco_20210125_334_FULL.txt?dl=0,01/23,Norco,,Incarcerated Person,Full,,Letter
Norco_20210203_386_FULL,1106,,KT,,KT,,The full story,https://www.dropbox.com/s/y1eudiwmf8o0adh/Norco_20210202_386_FULL.mp3?dl=0,https://www.dropbox.com/s/bnd1gt39l6x0t22/Norco_20210203_386_FULL.txt?dl=0,02/23,Norco,,Incarcerated Person,Full,,Letter
Norco_20210208_349_FULL,9558,,KT,,KT,,Angry at the prison,https://www.dropbox.com/s/wvdc1xmpz0e19ky/Norco_20210208_349_FULL.mp3?dl=0,https://www.dropbox.com/s/n4af02hnd01hy53/Norco_20210208_349_Full.txt?dl=0,02/23,Norco,"Infection, Stress, Prison Conditions",Incarcerated Person,Full,,Letter
Norco_20210219_414_Full,2324,,KT,,KT,,The full story,https://www.dropbox.com/s/qgtigauspy91e3w/Norco_20210219_414_Full.mp3?dl=0,https://www.dropbox.com/s/97ji87j56ia7j48/Norco_20210219_414_FULL.txt?dl=0,02/23,Norco,,Incarcerated Person,Full,,Letter
